tweet_id,created_at,date,hour,weekday,user_name,country,posted_via,client,user_followers,user_verified,hashtags,tweet_text,text_clean,p_negative,p_neutral,p_positive,sentiment,sentiment_score,confidence,margin
t00220,2020-07-29 16:08:39,2020-07-29,16,Wednesday,🗳✊🏾 Bright Bart says FLIP THE SENATE!!!👴🏾🇺🇸,,Phone or tablet app,Twitter for iPhone,15968,False,"['FreeFauci', 'COVID19']",Bars don’t need to be open. #FreeFauci #COVID19,bar need open freefauci,0.6941,0.2887,0.0171,Negative,-0.677,0.6941,0.4054
t00221,2020-07-29 16:10:05,2020-07-29,16,Wednesday,Codemotion,,Scheduling tool,Hootsuite Inc,12974,True,['COVID19'],"IBM has joined forces with others to form the #COVID19 High-Performance Computing Consortium, bringing an unprecede... https://t.co/qTVpPeEhmZ",ibm joined force others form computing consortium bringing unprecede,0.0084,0.7656,0.226,Neutral,0.2176,0.7656,0.5396
t00222,2020-07-29 16:11:21,2020-07-29,16,Wednesday,TomthunkitTM,United States,Other or custom app,The Social Jukebox,73237,False,,"Don’t plan to celebrate THIS MEMORIAL DAY. Instead plan to MOURN the UNNECESSARY LOSS of 100,000+ lives to... https://t.co/xrBrnWuxIu",plan celebrate memorial day instead plan mourn unnecessary loss life,0.8904,0.1021,0.0075,Negative,-0.8829,0.8904,0.7884
t00223,2020-07-29 16:11:58,2020-07-29,16,Wednesday,Humpty-Trumpty,United States,Phone or tablet app,Twitter for iPad,4238,False,"['COVID19', 'TrumpPressConference', 'TrumpVirus']",Trump is definitely hiring these doctors to be his new #COVID19 task force. #TrumpPressConference #TrumpVirus... https://t.co/10S2PjONzQ,trump definitely hiring doctor new task force trumppressconference trumpvirus,0.383,0.5526,0.0644,Neutral,-0.3186,0.5526,0.1697
t00224,2020-07-29 16:13:20,2020-07-29,16,Wednesday,Stephen Quinn,United States,Phone or tablet app,Twitter for iPhone,3489,True,,“Overall our numbers are not particularly encouraging” - State Health Officer Dr. Scott Harris on Alabama’s COVID-1... https://t.co/o4zTkX8lJ2,overall number particularly encouraging state health officer scott harris alabama,0.7458,0.2451,0.0091,Negative,-0.7367,0.7458,0.5007
t00225,2020-07-29 16:14:50,2020-07-29,16,Wednesday,Anita Kissée,United States,Twitter website,Twitter Web App,1271,False,['COVID19'],Looking to get tested for #COVID19 in the Treasure Valley? Start here: https://t.co/Bw3ijjSiXw @IdahoStatesman,looking get tested treasure valley start,0.045,0.8983,0.0567,Neutral,0.0117,0.8983,0.8416
t00226,2020-07-29 16:15:00,2020-07-29,16,Wednesday,YourTV Brockville,Canada,Scheduling tool,Sprout Social,450,False,['COVID19'],"National update on #COVID19 in Canada, as of 7 p.m. yesterday Confirmed Cases 114,994 +397 Active Cases: 5,948 +1... https://t.co/MRoZRMxv96",national update canada yesterday confirmed case active case,0.0568,0.9204,0.0229,Neutral,-0.0339,0.9204,0.8636
t00227,2020-07-29 16:16:11,2020-07-29,16,Wednesday,SpikeToronto,Canada,Phone or tablet app,Twitter for iPhone,2,False,"['COVID19', 'Trump', 'Fauci', 'CV19', 'coronavirus', 'Election2020']",Americans are dying of #COVID19 and #Trump is pouting about #Fauci | @CNN #CV19 #coronavirus #Election2020... https://t.co/864M7spy0c,american dying trump pouting fauci,0.8639,0.1268,0.0093,Negative,-0.8546,0.8639,0.7371
t00228,2020-07-29 16:18:29,2020-07-29,16,Wednesday,The Guy With The Thing That Is AntiFash,,Twitter website,Twitter Web App,125,False,"['TyphoidGOP', 'COVIDIOT', 'COVID19', 'VoteTheGOPOut']",@replouiegohmert is the newest incarnation of #TyphoidGOP #COVIDIOT #COVID19 #VoteTheGOPOut,newest incarnation typhoidgop covidiot votethegopout,0.9366,0.0552,0.0083,Negative,-0.9283,0.9366,0.8814
t00229,2020-07-29 16:19:20,2020-07-29,16,Wednesday,Eric D,,Twitter website,Twitter Web App,12292,False,,"Many will never again take for granted Dusk breaking. The sweet sound of birdsong, the feel of a breeze or rain on... https://t.co/XM6FsgKpC9",many never take granted dusk breaking sweet sound birdsong feel breeze rain,0.0203,0.2643,0.7154,Positive,0.6951,0.7154,0.4511
t00230,2020-07-29 16:19:27,2020-07-29,16,Wednesday,Nazmul Hoda,,Twitter website,Twitter Web App,33,False,,Do you need a data entry specialist? Then you are in the right place. I will do your all kind of data entry related... https://t.co/84e1Pd98NE,need data entry specialist right place kind data entry related,0.0069,0.2833,0.7098,Positive,0.7029,0.7098,0.4266
t00231,2020-07-29 16:22:48,2020-07-29,16,Wednesday,CARE4US,,Scheduling tool,Hootsuite Inc,5,False,"['caresact', 'homeconfinement', 'covid19', 'care4us']",Obey the #caresact - send non violent qualifying inmates to #homeconfinement NOW! #covid19 #care4us https://t.co/Jf275SlSF0,obey caresact send non violent qualifying inmate homeconfinement,0.2772,0.6548,0.0681,Neutral,-0.2091,0.6548,0.3776
t00232,2020-07-29 16:25:38,2020-07-29,16,Wednesday,Madhu Pai,,Twitter website,Twitter Web App,24381,True,['COVID19'],"Name 3 experts who are supremely confident of their ability to advise on any health issue, including #COVID19? My... https://t.co/LeKEw97Nb2",name expert supremely confident ability advise health issue including,0.0255,0.4922,0.4823,Neutral,0.4568,0.4922,0.0099
t00233,2020-07-29 16:26:21,2020-07-29,16,Wednesday,miles BLM,,Phone or tablet app,Twitter for iPhone,17,False,,"@Hxnxnah @DLDAlisa @Amy_Siskind @OregonGovBrown @realDonaldTrump So much winning, am I right? We’re crushing it rig... https://t.co/pBwNnkqPpK",much winning right crushing rig,0.0038,0.0177,0.9786,Positive,0.9748,0.9786,0.9609
t00234,2020-07-29 16:28:37,2020-07-29,16,Wednesday,AdiosCorona,,Phone or tablet app,Twitter for iPhone,136,False,"['scientific', 'papers', 'COVID19', 'transmission', 'airplane', 'flight']",@DrEricDing Please check here for 3 other #scientific #papers analyzing #COVID19 #transmission in #airplane #flight... https://t.co/vhsQthhnpM,please check scientific paper analyzing transmission airplane flight,0.0268,0.9253,0.0479,Neutral,0.0211,0.9253,0.8774
t00235,2020-07-29 16:30:05,2020-07-29,16,Wednesday,Dan,Canada,Phone or tablet app,Twitter for Android,2787,False,"['Traffic', 'WednesdayVibes', 'Stage3', 'COVID19']",Heres a character we havent seen in a while. Careful driving folks! #Traffic #WednesdayVibes #Stage3 #COVID19 https://t.co/DJLIlsCZPF,here character havent seen careful driving folk traffic wednesdayvibes,0.3652,0.5124,0.1224,Neutral,-0.2428,0.5124,0.1471
t00236,2020-07-29 16:30:10,2020-07-29,16,Wednesday,R&R Sports: RoadShow,United States,Cross-posted,Periscope,194,False,['EXCLUSIVE'],"@RoadshowSports #EXCLUSIVE TONIGHT 9pm @realchadricardo and @cr_nlsmedia , bring on @erikrichardsUSA @isaac_dixon3... https://t.co/tWeeAdpIg7",exclusive tonight bring,0.0023,0.7839,0.2138,Neutral,0.2115,0.7839,0.5701
t00237,2020-07-29 16:30:10,2020-07-29,16,Wednesday,Platts Oil,United Kingdom,Scheduling tool,Hootsuite Inc,129847,False,"['PlattsCommodityNews', 'LNG']","🔝 #PlattsCommodityNews EMEA, Jul 30: 📊 Tight Asia market driven by #LNG supply disruptions https://t.co/zxjVm0ydDS... https://t.co/jUhJMRAmR5",plattscommoditynews emea jul tight asia market driven lng supply disruption,0.1546,0.8235,0.0219,Neutral,-0.1327,0.8235,0.6689
t00238,2020-07-29 16:30:19,2020-07-29,16,Wednesday,"Eunice Dugan, MD",,Phone or tablet app,Twitter for iPhone,100,False,['covid19'],Important insight into possible future faces of #covid19 relating to cardiac disease. Many I know are hoping to get... https://t.co/DNEpG5824v,important insight possible future face relating cardiac disease many know hoping get,0.0125,0.3393,0.6481,Positive,0.6356,0.6481,0.3088
t00239,2020-07-30 20:05:20,2020-07-30,20,Thursday,Zuzume Phone Card,,Scheduling tool,Hootsuite Inc,4,False,['longdistancecalls'],Make calls worldwide for the next 30-days with $2 in FREE international &amp; domestic USA #longdistancecalls. Our Free... https://t.co/eNmneu6Kys,make call worldwide next free international domestic usa longdistancecalls free,0.0039,0.5627,0.4334,Neutral,0.4295,0.5627,0.1293
t00240,2020-07-30 20:05:22,2020-07-30,20,Thursday,David Kelly | Dáithí Ó Ceallaigh,Ireland,Phone or tablet app,Twitter for iPhone,1227,False,"['Cork', 'COVID19']",Haven’t one of seen these before - trolly sanitiser @ryanssupervalu Glanmire in #Cork #COVID19 https://t.co/OGJnZMpDpj,one seen trolly sanitiser glanmire cork,0.6618,0.3124,0.0258,Negative,-0.636,0.6618,0.3494
t00241,2020-07-30 20:07:47,2020-07-30,20,Thursday,Summit Americas OAS,United States,Phone or tablet app,Twitter for iPhone,4285,True,,Check out the @OECD policy brief that provides an overview of the role of public communication to adresss... https://t.co/Psd7XPP8gy,check policy brief provides overview role public communication adresss,0.0063,0.813,0.1807,Neutral,0.1744,0.813,0.6324
t00242,2020-07-30 20:10:00,2020-07-30,20,Thursday,Merf Radio,United States,TweetDeck,TweetDeck,1038,False,"['WorkFromHome', 'Coronavirus', 'COVID19']",Come on...own up to it! #WorkFromHome #Coronavirus #COVID19 https://t.co/xgEDX4QEyp,come workfromhome,0.5598,0.37,0.0702,Negative,-0.4896,0.5598,0.1898
t00243,2020-07-30 20:10:09,2020-07-30,20,Thursday,✊🏾Make #Juneteenth a National Holiday,United States,Phone or tablet app,Twitter for iPhone,728,False,"['COVID19', 'CancelRent']",Today is the last day to apply for rent relelief in NYC https://t.co/hEaqdqZc9d #COVID19 #CancelRent,today last day apply rent relelief nyc cancelrent,0.4004,0.5723,0.0274,Neutral,-0.373,0.5723,0.1719
t00244,2020-07-30 20:10:16,2020-07-30,20,Thursday,Stacy O Jackson,,Twitter website,Twitter Web App,1671,False,"['legal', 'COVID19', 'wellbeing']","As chief #legal officers and GCs work hard to support their teams during #COVID19, their personal #wellbeing can be... https://t.co/zCcAaewq1b",chief legal officer gc work hard support team personal wellbeing,0.0236,0.5429,0.4335,Neutral,0.4099,0.5429,0.1094
t00245,2020-07-30 20:10:49,2020-07-30,20,Thursday,Thumper Sillywabbit,United States,Phone or tablet app,Twitter for Android,1203,False,,"Why Mr.President @realDonaldTrump are you not supporting theses physicians? Disband the so-called ""taskforce"".The g... https://t.co/YarHkLFtVY",supporting thesis physician disband taskforce,0.7782,0.2138,0.0081,Negative,-0.7701,0.7782,0.5644
t00246,2020-07-30 20:11:17,2020-07-30,20,Thursday,Chris Leong,United States,Phone or tablet app,Twitter for iPhone,88,False,['COVID19'],"First, hospitals get ordered to start reporting their #COVID19 findings directly to the administration instead of t... https://t.co/ONzqDkzFB4",first hospital get ordered start reporting finding directly administration instead,0.0773,0.8908,0.0319,Neutral,-0.0454,0.8908,0.8135
t00247,2020-07-30 20:12:11,2020-07-30,20,Thursday,upsanddowns,,Phone or tablet app,Twitter for iPhone,1,False,"['COVID19', 'HOAX']",@Bethank56070327 @RealJamesWoods I tweeted this yesterday... #COVID19 is a #HOAX yes it’s a real virus but look at... https://t.co/01I5zqijh8,tweeted yesterday hoax yes real virus look,0.715,0.2649,0.0201,Negative,-0.6949,0.715,0.4501
t00248,2020-07-30 20:12:13,2020-07-30,20,Thursday,The Muthoka®,Kenya,Phone or tablet app,Twitter for Android,11269,False,"['Covid_19', 'COVID19']",SARS-CoV-2 may be here to stay. #Covid_19 #COVID19 https://t.co/1VAlrxynbg,may stay,0.7269,0.2548,0.0183,Negative,-0.7086,0.7269,0.4722
t00249,2020-07-30 20:13:25,2020-07-30,20,Thursday,stillblockedbyeaves,,Phone or tablet app,Twitter for iPhone,112,False,['COVID19'],Visited a daycare today... Teen girl working wasn’t wearing a mask. #COVID19 @GovAndyBeshear,visited daycare today teen girl working wearing mask,0.5481,0.4276,0.0244,Negative,-0.5237,0.5481,0.1205
t00250,2020-07-30 20:13:39,2020-07-30,20,Thursday,Ashleigh Lovett,United States,Twitter website,Twitter Web App,881,False,,This tragedy will impact the most vulnerable for years to come. Children have lost parents/caregivers &amp; crucial edu... https://t.co/67AjWeAK4h,tragedy impact vulnerable year come child lost crucial edu,0.8733,0.1182,0.0085,Negative,-0.8648,0.8733,0.7551
t00251,2020-07-30 20:14:02,2020-07-30,20,Thursday,Martin Prince,United Kingdom,Phone or tablet app,Twitter for Android,1975,False,"['Ethiopia', 'COVID19']",#Ethiopia @FMoHealth continues to increase #COVID19 test capacity exponentially; essential for intelligence on the... https://t.co/ZfHiTMV3GP,ethiopia continues increase test capacity exponentially essential intelligence,0.0187,0.5096,0.4717,Neutral,0.453,0.5096,0.0379
t00252,2020-07-30 20:14:46,2020-07-30,20,Thursday,Allison Sharpley,United States,Phone or tablet app,Twitter for Android,53,False,,This makes sense. Trump never pushes for anything to happen unless he's somehow going to make money off of it.... https://t.co/hMevXUXB8C,make sense trump never push anything happen unless somehow going make money,0.3013,0.6056,0.0931,Neutral,-0.2082,0.6056,0.3043
t00253,2020-07-30 20:14:54,2020-07-30,20,Thursday,EC,,Twitter website,Twitter Web App,25,False,,Why are you wearing a mask when the test for the virus 🦠 is 6 inches deep into your skull ‘Unprotected sneezing an... https://t.co/gNT897nV0s,wearing mask test virus inch deep skull unprotected sneezing,0.6654,0.3201,0.0144,Negative,-0.651,0.6654,0.3453
t00254,2020-07-30 20:16:15,2020-07-30,20,Thursday,Mobile Payments Conference,United States,Twitter website,Twitter Web App,2085,False,"['MPC20', 'MPCevent', 'virtual', 'digitalwallet', 'mobilepayments']","Small business, big partnerships? Join us @MPC20 now! #MPC20 #MPCevent #virtual #digitalwallet #mobilepayments... https://t.co/MeYff1q29k",small business big partnership join mpcevent virtual digitalwallet mobilepayments,0.0033,0.2724,0.7243,Positive,0.721,0.7243,0.4519
t00255,2020-07-30 20:16:25,2020-07-30,20,Thursday,Gelo Bap,Canada,Phone or tablet app,Twitter for Android,239,False,['RIPJohnLewis'],PREACH !!!! How can we ask people to vote if we make it so difficult for them to do so??? WTF #RIPJohnLewis... https://t.co/24z01l1nsD,preach ask people vote make difficult wtf ripjohnlewis,0.8765,0.1159,0.0076,Negative,-0.8689,0.8765,0.7607
t00256,2020-07-30 20:17:11,2020-07-30,20,Thursday,Ms. Net,,Phone or tablet app,Twitter for iPhone,3841,False,,"@mjhegar @JohnCornyn May 18, 2018 @SenSherrodBrown wrote @POTUS asking why he dismantled our global pandemic unit &amp;... https://t.co/lfEOTk4ng9",may wrote asking dismantled global pandemic unit,0.3888,0.6,0.0112,Neutral,-0.3776,0.6,0.2113
t00257,2020-07-30 20:19:08,2020-07-30,20,Thursday,UBA Group,,Phone or tablet app,Twitter for iPhone,711128,True,['COVID19'],“The transformation heightened by #COVID19 is the new way as UBA has seen remarkable increase in the use of its dig... https://t.co/TBxrpX78T6,transformation heightened new way uba seen remarkable increase use dig,0.0086,0.3715,0.6199,Positive,0.6113,0.6199,0.2484
t00258,2020-07-30 20:19:43,2020-07-30,20,Thursday,Marco Tonetti,,Phone or tablet app,Twitter for iPhone,34709,False,"['HermanCain', 'covid19']",@realDonaldTrump Didn’t #HermanCain died after contracting the #covid19 virus at your own hoax party?,hermancain died contracting virus hoax party,0.8785,0.1159,0.0056,Negative,-0.8729,0.8785,0.7626
t00259,2020-07-30 20:20:26,2020-07-30,20,Thursday,Plotkarazzo,United Kingdom,Phone or tablet app,Twitter for iPhone,674,False,,@dbriter @tonyposnanski @realDonaldTrump . @dbriter maybe you should have checked out the statement on his website... https://t.co/QZxoKPkUzn,maybe checked statement website,0.0284,0.9523,0.0193,Neutral,-0.0091,0.9523,0.9239
t00260,2020-07-30 20:21:41,2020-07-30,20,Thursday,Sıdıka Öpöz (Ruhumun kelamı),,Phone or tablet app,Twitter for Android,14,False,,Most beautyful skyline ever.. Like everything is perfect and we are not dealing with an epidemic since march 2020.... https://t.co/oQG7moDVQe,beautyful skyline ever like everything perfect dealing epidemic since march,0.0068,0.02,0.9733,Positive,0.9665,0.9733,0.9533
t00261,2020-07-30 20:21:57,2020-07-30,20,Thursday,Stephanie Moulton Sarkis PhD,United States,Phone or tablet app,Twitter for iPhone,11697,False,['COVID19'],Please reach out to @natashadaly if you have a pet that tested positive for #COVID19 or are researching Covid in do... https://t.co/US0ZDCfHMe,please reach pet tested positive researching,0.1429,0.8221,0.0351,Neutral,-0.1078,0.8221,0.6792
t00262,2020-07-30 20:23:09,2020-07-30,20,Thursday,St. Lucie County,United States,Twitter website,Twitter Web App,4204,False,"['COVID19', 'TropicalStormIsaias']","St. Lucie County #COVID19 and #TropicalStormIsaias Update July 30, 2020 - https://t.co/eUq2f860CN",lucie county tropicalstormisaias update july,0.0731,0.9099,0.017,Neutral,-0.0561,0.9099,0.8369
t00263,2020-07-30 20:24:17,2020-07-30,20,Thursday,AFSC,Global / unstated,Twitter website,Twitter Web App,17696,False,['COVID19'],".@SpeakerPelosi, @SenSchumer More than 10,000 people in federal prisons have tested positive for #COVID19. Congress... https://t.co/IxlrLApUSK",people federal prison tested positive congress,0.4104,0.5712,0.0184,Neutral,-0.392,0.5712,0.1608
t00264,2020-07-30 20:26:29,2020-07-30,20,Thursday,beenewsdaily,United States,Phone or tablet app,Twitter for iPhone,4269,False,['Economy'],"#Economy: GDP shrank at an annual rate of 32.9%, according to the Bureau of Economic Analysis, the agency that publ... https://t.co/HDggQn0nmM",economy gdp shrank annual rate according bureau economic analysis agency publ,0.533,0.4476,0.0194,Negative,-0.5136,0.533,0.0853
t00265,2020-07-30 20:27:01,2020-07-30,20,Thursday,Worldpay Global,Global / unstated,Scheduling tool,Sprinklr,21660,True,,The pandemic has disrupted many travel plans. We wanted to know how travel providers compensated their customers du... https://t.co/DoSsFcIL9c,pandemic disrupted many travel plan wanted know travel provider compensated customer,0.6194,0.3633,0.0173,Negative,-0.6021,0.6194,0.2562
t00266,2020-07-30 20:28:28,2020-07-30,20,Thursday,Mike,,Phone or tablet app,Twitter for Android,522,False,['COVID19'],#COVID19 making a killing I bet https://t.co/wV6WqS5At1,making killing bet,0.4425,0.4579,0.0996,Neutral,-0.3429,0.4579,0.0154
t00267,2020-07-30 20:28:43,2020-07-30,20,Thursday,cumberickman PersonWomanManCameraTV,,Phone or tablet app,Twitter for iPad,300,False,"['HermanCain', 'coronavirus']",@RudyGiuliani #HermanCain died of #coronavirus. Because @realDonaldTrump &amp; the @GOP ridiculed masks. He got... https://t.co/aEPZEY0OP2,hermancain died ridiculed mask got,0.8493,0.1423,0.0084,Negative,-0.8409,0.8493,0.707
t00268,2020-07-30 20:28:47,2020-07-30,20,Thursday,Inner voice,,Phone or tablet app,Twitter for iPad,0,False,"['COVID19', 'Albertastrong']",@660NEWS What’s the rest of Canada smoking ? Do they not see the rising debt levels and unemployment due to #COVID19 ? #Albertastrong 👍,rest canada smoking see rising debt level unemployment due albertastrong,0.3627,0.5781,0.0592,Neutral,-0.3035,0.5781,0.2154
t00269,2020-07-30 20:28:54,2020-07-30,20,Thursday,David Wright,,Twitter website,Twitter Web App,206,False,"['F1', 'Covid19', 'BritishGP']",Get well soon Checo. I don't care who replaces him I just hope he recovers and recovers well. #F1 #Covid19 #BritishGP,get well soon checo care replaces hope recovers recovers well britishgp,0.0486,0.2508,0.7007,Positive,0.6521,0.7007,0.4499
t00270,2020-07-30 20:30:03,2020-07-30,20,Thursday,GLOBAL CRISIS MONITORING,,Twitter website,Twitter Web App,177,False,"['COVID19', 'science', 'US', 'children']",#COVID19 #science in the #US -- New findings: #children appear to transmit in the same way adults do.,science new finding child appear transmit way adult,0.2791,0.6994,0.0215,Neutral,-0.2576,0.6994,0.4203
t00271,2020-07-30 20:31:42,2020-07-30,20,Thursday,Kirk Johnson,United States,Twitter website,Twitter Web App,43,False,"['COVID19', 'coronavirus']","I just got my answer; no mention at all of #COVID19, #coronavirus or even one of his moronic nicknames that exposes... https://t.co/H9XfArGZpG",got answer mention even one moronic nickname expose,0.6967,0.2835,0.0197,Negative,-0.677,0.6967,0.4132
t00272,2020-07-30 20:31:51,2020-07-30,20,Thursday,Inner voice,,Phone or tablet app,Twitter for iPad,0,False,['COVID19'],"@DailyMailUK Just when we’re winning #COVID19 wars, the unexpected strikes 🥺 https://t.co/9LU9CBamtF",winning war unexpected strike,0.7701,0.1873,0.0426,Negative,-0.7275,0.7701,0.5828
t00273,2020-07-30 20:32:08,2020-07-30,20,Thursday,Paul Middleton,United Kingdom,Twitter website,Twitter Web App,4045,False,['Covid19'],"Important #Covid19 message for Manchester, East Lancashire and West Yorkshire. https://t.co/77eOogsvnO",important message manchester east lancashire west yorkshire,0.011,0.7256,0.2634,Neutral,0.2524,0.7256,0.4622
t00274,2020-07-30 20:32:19,2020-07-30,20,Thursday,Chester Payne,,Twitter website,Twitter Web App,71,False,"['ProtectNurses', 'COVID19']",Tell the U.S. Senate to pass critical protections for nurses. #ProtectNurses during #COVID19. Sign @NationalNurses... https://t.co/X57AYhqCso,tell senate pas critical protection nurse protectnurses sign,0.0344,0.6463,0.3192,Neutral,0.2848,0.6463,0.3271
t00275,2020-07-30 20:32:35,2020-07-30,20,Thursday,VioletBeauXXX,United States,Cross-posted,Instagram,1200,False,"['Stream', 'peekssocial', 'Bored', 'COVID19', 'CoronaVirus', 'Quarantine']",Come check out my #Stream on #peekssocial the link is in my bio #Bored #COVID19 #CoronaVirus #Quarantine... https://t.co/iYUd7J7zrk,come check stream peekssocial link bio bored quarantine,0.1304,0.8131,0.0565,Neutral,-0.0739,0.8131,0.6828
t00276,2020-07-30 20:35:05,2020-07-30,20,Thursday,Pikes Peak Regional Building,United States,Twitter website,Twitter Web App,159,False,,Don't forget your mask.... and don't forget to wear it correctly. Health officials say wearing it the right way is... https://t.co/N3mfcTEDCj,forget mask forget wear correctly health official say wearing right way,0.019,0.4783,0.5027,Positive,0.4837,0.5027,0.0244
t00277,2020-07-30 20:37:14,2020-07-30,20,Thursday,Deuce,United States,Twitter website,Twitter Web App,3526,False,['COVID19'],"Wait, I thought his boy Trump said that #COVID19 was a hoax? Looks like he believed him and learned the ""hard"" way.... https://t.co/6YLH6YHc4F",wait thought boy trump said hoax look like believed learned hard way,0.6394,0.3328,0.0279,Negative,-0.6115,0.6394,0.3066
t00278,2020-07-30 20:39:23,2020-07-30,20,Thursday,Amar Kelkar MD,United States,Twitter website,Twitter Web App,1617,True,,"Only successful firms would receive an award ~$37.7 billion/company), as opposed to ""push"" funding (funding with up... https://t.co/jSGJCkAjah",successful firm would receive award opposed push funding funding,0.052,0.7918,0.1562,Neutral,0.1042,0.7918,0.6356
t00279,2020-07-31 17:00:45,2020-07-31,17,Friday,MPO Magazine,United States,Scheduling tool,Hootsuite Inc,1577,False,['COVID19'],U.S. gov't invests in @BDandCo Veritor solution for rapid #COVID19 diagnostic testing https://t.co/yx1HsybmJd https://t.co/oy4cXJImEX,invests veritor solution rapid diagnostic testing,0.0075,0.8529,0.1396,Neutral,0.1321,0.8529,0.7133
t00280,2020-07-31 17:01:00,2020-07-31,17,Friday,Olivier Schmouker,Canada,TweetDeck,TweetDeck,4785,False,['COVID19'],Brazil &amp; Mexico are suffering especially badly from #COVID19 because their presidents are following the pandemic-re... https://t.co/bqYTEoX06L,brazil mexico suffering especially badly president following,0.9029,0.0912,0.0059,Negative,-0.897,0.9029,0.8117
t00281,2020-07-31 17:01:57,2020-07-31,17,Friday,Maureen Ballard,United States,Phone or tablet app,Twitter for Android,360,False,['cysticfibrosis'],.@maziehirono No person with #cysticfibrosis should be forced to choose between their health and their livelihood d... https://t.co/gNuPYJD4wH,person cysticfibrosis forced choose health livelihood,0.7783,0.2136,0.0081,Negative,-0.7702,0.7783,0.5648
t00282,2020-07-31 17:24:32,2020-07-31,17,Friday,FactFinder,United States,Scheduling tool,Hootsuite Inc,160,False,"['covid19', 'india']",@fayedsouza #covid19 in #india is out of control. better prioritize what india needs to do. https://t.co/gk9FlnhVR6,india control better prioritize india need,0.8551,0.1338,0.0111,Negative,-0.844,0.8551,0.7214
t00283,2020-07-31 17:25:02,2020-07-31,17,Friday,Jeremiah Horrigan,United States,Twitter website,Twitter Web App,748,False,['resist'],@RobAnderson2018 Fauci looks so bemused by this gibbering trumpaanzee. Like a visitor to the Monkey House. #resist... https://t.co/zCZurvyHxe,fauci look bemused gibbering trumpaanzee like visitor monkey house resist,0.879,0.1084,0.0126,Negative,-0.8664,0.879,0.7706
t00284,2020-07-31 17:28:06,2020-07-31,17,Friday,Amrit,Canada,Twitter website,Twitter Web App,629,False,['statusforall'],"Just left messages for @marcomendicino, @JustinTrudeau, and @HonEdFast. We need #statusforall migrant and undocumen... https://t.co/s3sotCb2fq",left message need statusforall migrant undocumen,0.0558,0.8336,0.1107,Neutral,0.0549,0.8336,0.7229
t00285,2020-07-31 17:30:04,2020-07-31,17,Friday,dphole,United States,Cross-posted,LinkedIn,79,False,"['Covid19', 'EmployeeExperience']",Break down the break room. #Covid19 has changed the #EmployeeExperience—and the perks employers provide. https://t.co/6fqsANGal4,break break room changed perk employer provide,0.1005,0.7115,0.188,Neutral,0.0875,0.7115,0.5235
t00286,2020-07-31 17:30:30,2020-07-31,17,Friday,John Stickley #🅼🅰🅶🅰,,Phone or tablet app,Twitter for Android,12665,False,"['DrRichardBartlett', 'Texas']","@IngrahamAngle @healthysuzi Yet none of you look at the FACT of #DrRichardBartlett, of #Texas, who has saved EVERY... https://t.co/hrmKRVqmZ7",yet none look fact drrichardbartlett texas saved every,0.1855,0.5409,0.2736,Neutral,0.0881,0.5409,0.2673
t00287,2020-07-31 17:33:33,2020-07-31,17,Friday,Parikiaki Newspaper,United Kingdom,Phone or tablet app,Twitter for Android,5978,False,,Recent COVID-19 developments in Cyprus President – scientific advisory team meeting following spike in new cases... https://t.co/YAdFuI50pB,recent development cyprus president scientific advisory team meeting following spike new case,0.0478,0.917,0.0352,Neutral,-0.0126,0.917,0.8691
t00288,2020-07-31 17:38:14,2020-07-31,17,Friday,ISR Reports,,Scheduling tool,Hootsuite Inc,1597,False,['covid19'],"With no end in sight for #covid19, @Science37x, a leader in virtual clinical trials, announced plans to expand its... https://t.co/lY3JMZSkaw",end sight leader virtual clinical trial announced plan expand,0.0376,0.8322,0.1303,Neutral,0.0927,0.8322,0.7019
t00289,2020-07-31 17:40:32,2020-07-31,17,Friday,Coronavirus Updates - Alexander Higgins,,Other or custom app,Alexander Higgins,17420,False,,"Nevada reports 1,264 new cases and 29 new deaths bringing total confirmed cases there to 48,088 and 830 total death... https://t.co/psr5BliAyX",nevada report new case new death bringing total confirmed case total death,0.5891,0.3994,0.0115,Negative,-0.5776,0.5891,0.1898
t00290,2020-07-31 17:40:44,2020-07-31,17,Friday,Ann Davis Garvin 🎃 🧙♀️ 🖤,United States,Twitter website,Twitter Web App,1135,False,['COVID19'],"@profevanbennett I think the cardiologists are seeing the ""downstream effects"" of #COVID19",think cardiologist seeing downstream effect,0.204,0.7547,0.0413,Neutral,-0.1627,0.7547,0.5507
t00291,2020-07-31 17:49:08,2020-07-31,17,Friday,8min 46sec,,TweetDeck,TweetDeck,7021,False,"['uspoli', 'covid19', 'uspolitics', 'bunkerboy', 'maga', 'kag', 'PersonWomanManCameraTv']",#uspoli djt #covid19 vs Flog by @roweafr https://t.co/isdiKqJL0x #uspolitics #bunkerboy 🇺🇸🇺🇸🇺🇸🇺🇸 #maga #kag #PersonWomanManCameraTv,uspoli djt flog uspolitics bunkerboy maga kag personwomanmancameratv,0.143,0.7746,0.0824,Neutral,-0.0606,0.7746,0.6317
t00292,2020-07-31 18:00:24,2020-07-31,18,Friday,Ander J,Nigeria,Other or custom app,Socialchief,1,False,,The UK suspends it lock down ease plans following recent spikes of corona virus infections. Read here... https://t.co/UnHDPdhhvh,suspends lock ease plan following recent spike corona virus infection read,0.5924,0.3988,0.0088,Negative,-0.5836,0.5924,0.1936
