tweet_id,date,hour,weekday,posted_via,country,sentiment,sentiment_score,confidence,margin
t00289,2020-07-31,17,Friday,Other or custom app,,Negative,-0.5776,0.5891,0.1898
t00290,2020-07-31,17,Friday,Twitter website,United States,Neutral,-0.1627,0.7547,0.5507
t00291,2020-07-31,17,Friday,TweetDeck,,Neutral,-0.0606,0.7746,0.6317
t00292,2020-07-31,18,Friday,Other or custom app,Nigeria,Negative,-0.5836,0.5924,0.1936
t00293,2020-07-31,18,Friday,Phone or tablet app,,Negative,-0.9105,0.9183,0.8444
t00294,2020-07-31,18,Friday,Scheduling tool,,Negative,-0.7569,0.766,0.541
t00295,2020-07-31,18,Friday,Phone or tablet app,Canada,Neutral,-0.1478,0.8048,0.6333
t00296,2020-07-31,18,Friday,Twitter website,,Negative,-0.9319,0.9366,0.8779
t00297,2020-07-31,18,Friday,Scheduling tool,United States,Negative,-0.7281,0.7369,0.4826
t00298,2020-07-31,18,Friday,Phone or tablet app,Canada,Neutral,-0.186,0.5401,0.2171
t00299,2020-07-31,18,Friday,Phone or tablet app,,Positive,0.906,0.9219,0.8598
t00300,2020-07-31,18,Friday,Scheduling tool,Canada,Neutral,-0.2519,0.6569,0.3594
t00301,2020-07-31,18,Friday,Twitter website,United Kingdom,Positive,0.8343,0.8561,0.734
t00302,2020-07-31,18,Friday,Phone or tablet app,United States,Positive,0.6654,0.6697,0.3438
t00303,2020-07-31,18,Friday,Phone or tablet app,United States,Negative,-0.6782,0.6856,0.3786
t00304,2020-07-31,18,Friday,Twitter website,United States,Neutral,-0.0409,0.9234,0.8647
t00305,2020-07-31,18,Friday,Twitter website,United States,Neutral,-0.2468,0.5576,0.2129
t00306,2020-07-31,18,Friday,Twitter website,United States,Negative,-0.9356,0.9425,0.8919
t00307,2020-07-31,19,Friday,Scheduling tool,,Neutral,0.3831,0.596,0.2025
t00308,2020-07-31,19,Friday,Scheduling tool,,Neutral,0.309,0.5791,0.2142
t00309,2020-07-31,19,Friday,Twitter website,Canada,Positive,0.98,0.9823,0.9669
t00310,2020-07-31,19,Friday,Scheduling tool,Canada,Neutral,-0.0124,0.9238,0.8795
t00311,2020-07-31,19,Friday,TweetDeck,United States,Neutral,0.3652,0.6036,0.2227
t00312,2020-07-31,19,Friday,Phone or tablet app,United States,Positive,0.6888,0.7038,0.4226
t00313,2020-07-31,19,Friday,Phone or tablet app,United States,Negative,-0.7803,0.7946,0.6035
t00314,2020-07-31,19,Friday,Twitter website,United States,Neutral,0.0818,0.8782,0.7764
t00315,2020-07-31,19,Friday,Twitter website,Pakistan,Positive,0.8997,0.9052,0.8158
t00316,2020-07-31,19,Friday,Twitter website,,Negative,-0.4697,0.4963,0.0193
t00317,2020-07-31,19,Friday,Twitter website,United States,Negative,-0.8102,0.8193,0.6478
t00318,2020-07-31,19,Friday,Scheduling tool,,Neutral,0.0657,0.9203,0.8476
t00319,2020-08-01,15,Saturday,Phone or tablet app,United Kingdom,Negative,-0.8551,0.8643,0.7379
t00320,2020-08-01,15,Saturday,Phone or tablet app,,Neutral,-0.0381,0.9163,0.8554
t00321,2020-08-01,15,Saturday,Phone or tablet app,United States,Neutral,0.0349,0.9215,0.8648
t00322,2020-08-01,16,Saturday,Scheduling tool,United Kingdom,Neutral,-0.137,0.824,0.6675
t00323,2020-08-01,16,Saturday,Phone or tablet app,United States,Neutral,-0.1904,0.6202,0.3351
t00324,2020-08-01,16,Saturday,Phone or tablet app,,Negative,-0.8807,0.8864,0.7784
t00325,2020-08-01,16,Saturday,Phone or tablet app,,Neutral,0.1198,0.8633,0.7351
t00326,2020-08-01,16,Saturday,Twitter website,United States,Negative,-0.7451,0.7531,0.5143
t00327,2020-08-01,16,Saturday,Twitter website,United Kingdom,Negative,-0.5459,0.5726,0.172
t00328,2020-08-01,16,Saturday,Phone or tablet app,Canada,Positive,0.9222,0.9273,0.8598
t00329,2020-08-01,16,Saturday,Twitter website,India,Neutral,-0.1414,0.7874,0.6103
t00330,2020-08-01,16,Saturday,Phone or tablet app,United States,Negative,-0.8829,0.8919,0.7928
t00331,2020-08-01,16,Saturday,Phone or tablet app,,Negative,-0.6436,0.6523,0.3132
t00332,2020-08-01,17,Saturday,Bot or auto-feed,Ireland,Neutral,0.0229,0.9598,0.9283
t00333,2020-08-01,17,Saturday,Phone or tablet app,Canada,Neutral,0.0503,0.8442,0.7411
t00334,2020-08-01,17,Saturday,Phone or tablet app,,Neutral,-0.0335,0.9022,0.8366
t00335,2020-08-01,17,Saturday,Phone or tablet app,,Neutral,-0.0095,0.653,0.4748
t00336,2020-08-01,17,Saturday,Scheduling tool,United States,Neutral,-0.3291,0.6171,0.2611
t00337,2020-08-01,17,Saturday,Phone or tablet app,,Neutral,-0.3783,0.5433,0.1258
t00338,2020-08-01,17,Saturday,Phone or tablet app,,Negative,-0.5232,0.5432,0.1064
t00339,2020-08-01,17,Saturday,Phone or tablet app,United States,Neutral,0.0736,0.9006,0.814
t00340,2020-08-01,17,Saturday,Phone or tablet app,United States,Negative,-0.665,0.6743,0.3579
t00341,2020-08-01,18,Saturday,TweetDeck,United States,Neutral,-0.3479,0.6187,0.2541
t00342,2020-08-01,18,Saturday,Phone or tablet app,,Negative,-0.8962,0.9018,0.8093
t00343,2020-08-01,18,Saturday,Phone or tablet app,United States,Negative,-0.8843,0.8938,0.7971
t00344,2020-08-01,18,Saturday,Phone or tablet app,,Positive,0.7088,0.7122,0.4279
t00345,2020-08-01,18,Saturday,Phone or tablet app,,Negative,-0.795,0.8014,0.6091
t00346,2020-08-01,18,Saturday,Twitter website,United States,Negative,-0.9119,0.9175,0.8405
t00347,2020-08-01,18,Saturday,Twitter website,,Neutral,-0.3055,0.6383,0.3048
t00348,2020-08-01,18,Saturday,Phone or tablet app,United States,Positive,0.5763,0.61,0.2537
t00349,2020-08-01,18,Saturday,Phone or tablet app,United States,Neutral,-0.0221,0.9035,0.8442
t00350,2020-08-01,18,Saturday,Twitter website,United States,Negative,-0.8917,0.9011,0.8116
t00351,2020-08-01,18,Saturday,Twitter website,United States,Negative,-0.497,0.525,0.078
t00352,2020-08-01,19,Saturday,TweetDeck,United States,Neutral,-0.3876,0.5017,0.0587
t00353,2020-08-01,19,Saturday,TweetDeck,,Negative,-0.7899,0.797,0.6011
t00354,2020-08-01,19,Saturday,Scheduling tool,United Kingdom,Neutral,-0.3337,0.6293,0.277
t00355,2020-08-01,19,Saturday,Phone or tablet app,,Positive,0.7734,0.778,0.5605
t00356,2020-08-01,19,Saturday,Phone or tablet app,,Negative,-0.9361,0.9426,0.8918
t00357,2020-08-01,19,Saturday,Twitter website,United States,Negative,-0.5402,0.5518,0.1152
t00358,2020-08-01,19,Saturday,Phone or tablet app,United States,Neutral,0.0952,0.8812,0.7742
t00359,2020-08-02,17,Sunday,Bot or auto-feed,United States,Neutral,-0.1071,0.8549,0.7289
t00360,2020-08-02,17,Sunday,Phone or tablet app,,Neutral,-0.4534,0.5,0.0233
t00361,2020-08-02,17,Sunday,Phone or tablet app,United States,Neutral,-0.1743,0.6712,0.4196
t00362,2020-08-02,17,Sunday,Twitter website,,Negative,-0.6137,0.6339,0.288
t00363,2020-08-02,17,Sunday,Phone or tablet app,,Negative,-0.7106,0.7245,0.4629
t00364,2020-08-02,17,Sunday,Phone or tablet app,United States,Neutral,-0.3181,0.5586,0.1788
t00365,2020-08-02,17,Sunday,Twitter website,United States,Negative,-0.9116,0.9183,0.8433
t00366,2020-08-02,17,Sunday,Phone or tablet app,United Kingdom,Neutral,0.0598,0.9,0.8201
t00367,2020-08-02,18,Sunday,Twitter website,,Negative,-0.8247,0.83,0.6653
t00368,2020-08-02,18,Sunday,Twitter website,,Neutral,-0.2762,0.6654,0.3601
t00369,2020-08-02,18,Sunday,Twitter website,,Neutral,-0.2056,0.7166,0.472
t00370,2020-08-02,18,Sunday,Phone or tablet app,,Neutral,-0.1426,0.82,0.6587
t00371,2020-08-02,18,Sunday,Phone or tablet app,,Neutral,-0.0776,0.8488,0.7345
t00372,2020-08-02,18,Sunday,Twitter website,,Neutral,0.0367,0.9373,0.8875
t00373,2020-08-02,18,Sunday,Phone or tablet app,United Kingdom,Neutral,-0.3716,0.4842,0.0405
t00374,2020-08-02,19,Sunday,Scheduling tool,,Neutral,0.3555,0.5239,0.1082
t00375,2020-08-02,19,Sunday,Scheduling tool,United States,Negative,-0.4963,0.5175,0.0562
t00376,2020-08-02,19,Sunday,Twitter website,United States,Neutral,0.0661,0.8739,0.7778
t00377,2020-08-02,19,Sunday,Scheduling tool,Global / unstated,Neutral,0.0685,0.8815,0.788
t00378,2020-08-02,19,Sunday,Phone or tablet app,United States,Negative,-0.9269,0.9334,0.8732
t00379,2020-08-02,19,Sunday,Phone or tablet app,United States,Negative,-0.9207,0.9266,0.8591
t00380,2020-08-02,19,Sunday,Phone or tablet app,United States,Neutral,-0.3287,0.5673,0.1866
t00381,2020-08-02,20,Sunday,Twitter website,United States,Neutral,0.2331,0.7521,0.5116
t00382,2020-08-02,20,Sunday,Scheduling tool,Global / unstated,Neutral,-0.252,0.6982,0.4213
t00383,2020-08-02,20,Sunday,Phone or tablet app,United Kingdom,Negative,-0.7781,0.7899,0.5915
t00384,2020-08-02,20,Sunday,Phone or tablet app,,Negative,-0.3194,0.4988,0.177
t00385,2020-08-02,20,Sunday,Scheduling tool,,Neutral,0.0781,0.9145,0.8326
t00386,2020-08-02,20,Sunday,Phone or tablet app,,Negative,-0.9448,0.9511,0.9084
t00387,2020-08-02,20,Sunday,Phone or tablet app,,Neutral,0.1228,0.845,0.7061
t00388,2020-08-02,21,Sunday,Phone or tablet app,Nigeria,Neutral,-0.0802,0.8777,0.7764
t00389,2020-08-02,21,Sunday,Phone or tablet app,,Negative,-0.5512,0.6052,0.2645
t00390,2020-08-02,21,Sunday,Twitter website,Ireland,Negative,-0.7041,0.7112,0.4295
t00391,2020-08-02,21,Sunday,Other or custom app,,Neutral,-0.0883,0.8583,0.7433
t00392,2020-08-02,21,Sunday,Phone or tablet app,United States,Negative,-0.4762,0.5164,0.073
t00393,2020-08-02,21,Sunday,Phone or tablet app,Global / unstated,Neutral,-0.0017,0.9574,0.9353
t00394,2020-08-02,21,Sunday,Phone or tablet app,United States,Neutral,0.0726,0.8754,0.7767
t00395,2020-08-02,21,Sunday,Phone or tablet app,,Negative,-0.7392,0.747,0.5018
t00396,2020-08-02,21,Sunday,Scheduling tool,United States,Neutral,0.1126,0.7921,0.6319
t00397,2020-08-02,21,Sunday,Twitter website,,Neutral,-0.2189,0.7394,0.4997
t00398,2020-08-02,21,Sunday,Twitter website,,Neutral,0.0129,0.9289,0.8869
t00399,2020-08-04,3,Tuesday,Phone or tablet app,,Positive,0.4867,0.5175,0.0659
t00400,2020-08-04,3,Tuesday,TweetDeck,United States,Neutral,-0.0154,0.917,0.8678
t00401,2020-08-04,3,Tuesday,Phone or tablet app,,Neutral,0.1615,0.8302,0.6645
t00402,2020-08-04,4,Tuesday,Twitter website,India,Neutral,0.0575,0.9173,0.8472
t00403,2020-08-04,4,Tuesday,Twitter website,India,Negative,-0.6323,0.6429,0.2963
t00404,2020-08-04,4,Tuesday,Phone or tablet app,United States,Neutral,-0.0824,0.7272,0.5496
t00405,2020-08-04,4,Tuesday,Scheduling tool,Australia,Positive,0.5179,0.5229,0.0508
t00406,2020-08-04,4,Tuesday,Phone or tablet app,United States,Neutral,-0.4186,0.5358,0.0943
t00407,2020-08-04,4,Tuesday,TweetDeck,,Neutral,-0.1194,0.778,0.6073
t00408,2020-08-04,4,Tuesday,Twitter website,,Negative,-0.8863,0.8968,0.804
t00409,2020-08-04,4,Tuesday,Phone or tablet app,,Neutral,-0.2468,0.6972,0.4225
t00410,2020-08-04,4,Tuesday,Scheduling tool,,Neutral,0.3233,0.6623,0.3318
t00411,2020-08-04,4,Tuesday,Phone or tablet app,,Neutral,0.1101,0.8693,0.7489
t00412,2020-08-04,5,Tuesday,TweetDeck,,Negative,-0.6483,0.6649,0.3464
t00413,2020-08-04,5,Tuesday,Twitter website,Australia,Neutral,-0.0316,0.9288,0.8773
t00414,2020-08-04,5,Tuesday,Twitter website,,Negative,-0.5184,0.5373,0.0934
t00415,2020-08-04,5,Tuesday,Other or custom app,,Neutral,-0.084,0.8836,0.7833
t00416,2020-08-04,6,Tuesday,Phone or tablet app,United Kingdom,Negative,-0.8267,0.8359,0.681
t00417,2020-08-04,6,Tuesday,Phone or tablet app,,Neutral,-0.0572,0.7492,0.5952
t00418,2020-08-04,6,Tuesday,Twitter website,India,Neutral,-0.0463,0.9107,0.8429
t00419,2020-08-04,6,Tuesday,Phone or tablet app,United Kingdom,Neutral,0.4375,0.5428,0.0954
t00420,2020-08-04,6,Tuesday,Phone or tablet app,Global / unstated,Negative,-0.4851,0.4975,0.0075
t00421,2020-08-04,6,Tuesday,Phone or tablet app,Global / unstated,Neutral,-0.1375,0.7568,0.5664
t00422,2020-08-04,6,Tuesday,Phone or tablet app,Canada,Neutral,-0.3448,0.5893,0.2115
t00423,2020-08-04,6,Tuesday,TweetDeck,,Neutral,-0.1734,0.7806,0.5842
t00424,2020-08-04,7,Tuesday,Phone or tablet app,United Kingdom,Neutral,-0.4466,0.5167,0.0518
t00425,2020-08-04,7,Tuesday,Bot or auto-feed,,Neutral,-0.0769,0.8849,0.7889
t00426,2020-08-04,7,Tuesday,Phone or tablet app,,Negative,-0.6296,0.6416,0.2953
t00427,2020-08-04,7,Tuesday,Twitter website,,Neutral,-0.0948,0.7076,0.514
t00428,2020-08-04,7,Tuesday,TweetDeck,United Kingdom,Neutral,-0.4029,0.5711,0.1552
t00429,2020-08-04,7,Tuesday,Phone or tablet app,,Positive,0.9601,0.9659,0.9375
t00430,2020-08-04,7,Tuesday,Phone or tablet app,India,Neutral,-0.4387,0.5133,0.0506
t00431,2020-08-04,7,Tuesday,Scheduling tool,,Negative,-0.7458,0.7641,0.5466
t00432,2020-08-04,7,Tuesday,Twitter website,United States,Neutral,0.1901,0.7863,0.5844
t00433,2020-08-04,7,Tuesday,Phone or tablet app,Nigeria,Neutral,0.0662,0.912,0.8348
t00434,2020-08-04,7,Tuesday,Phone or tablet app,,Negative,-0.8463,0.8512,0.7073
t00435,2020-08-04,7,Tuesday,Phone or tablet app,South Africa,Neutral,0.2184,0.4942,0.1321
t00436,2020-08-04,7,Tuesday,Phone or tablet app,United Kingdom,Positive,0.9059,0.9105,0.8257
t00437,2020-08-04,7,Tuesday,Twitter website,United Kingdom,Positive,0.8231,0.8291,0.6642
t00438,2020-08-04,7,Tuesday,Phone or tablet app,United Kingdom,Negative,-0.8911,0.9018,0.8143
t00439,2020-08-06,14,Thursday,Phone or tablet app,,Positive,0.6699,0.7157,0.4771
t00440,2020-08-06,14,Thursday,Twitter website,United States,Neutral,0.309,0.6046,0.2524
t00441,2020-08-06,14,Thursday,Twitter website,Global / unstated,Neutral,0.2707,0.7017,0.4171
t00442,2020-08-06,15,Thursday,Twitter website,United Kingdom,Neutral,0.0018,0.934,0.9001
t00443,2020-08-06,15,Thursday,Scheduling tool,United States,Neutral,-0.2717,0.6809,0.3855
t00444,2020-08-06,15,Thursday,Phone or tablet app,,Negative,-0.8452,0.8539,0.7166
t00445,2020-08-06,15,Thursday,Other or custom app,Global / unstated,Neutral,-0.1384,0.8236,0.6661
t00446,2020-08-06,15,Thursday,Scheduling tool,Canada,Neutral,0.1317,0.8536,0.7145
t00447,2020-08-06,15,Thursday,Twitter website,United States,Positive,0.4732,0.5069,0.0476
t00448,2020-08-06,15,Thursday,Scheduling tool,,Neutral,-0.0057,0.9323,0.8957
t00449,2020-08-06,15,Thursday,Twitter website,India,Neutral,0.0084,0.8894,0.8299
t00450,2020-08-06,15,Thursday,TweetDeck,,Neutral,0.0954,0.8666,0.7522
t00451,2020-08-06,15,Thursday,Twitter website,,Neutral,0.0128,0.9286,0.8865
t00452,2020-08-06,15,Thursday,Phone or tablet app,United Kingdom,Negative,-0.8543,0.8639,0.7375
t00453,2020-08-06,15,Thursday,Scheduling tool,United States,Neutral,0.1595,0.8233,0.6552
t00454,2020-08-06,15,Thursday,Scheduling tool,United States,Positive,0.639,0.6519,0.3167
t00455,2020-08-06,15,Thursday,Phone or tablet app,United States,Negative,-0.4005,0.5513,0.2534
t00456,2020-08-06,15,Thursday,Phone or tablet app,United States,Positive,0.9815,0.9832,0.9681
t00457,2020-08-06,15,Thursday,Phone or tablet app,United States,Neutral,-0.0778,0.8684,0.7637
t00458,2020-08-06,15,Thursday,Twitter website,United States,Neutral,0.1188,0.7864,0.6202
t00459,2020-08-06,15,Thursday,Phone or tablet app,South Africa,Neutral,0.1097,0.8687,0.7482
t00460,2020-08-06,15,Thursday,Twitter website,,Negative,-0.7702,0.7809,0.5726
t00461,2020-08-06,15,Thursday,Phone or tablet app,United States,Neutral,0.4644,0.515,0.0403
t00462,2020-08-06,15,Thursday,Phone or tablet app,United States,Negative,-0.916,0.9232,0.8537
t00463,2020-08-06,15,Thursday,Twitter website,United States,Neutral,-0.0681,0.8733,0.7759
t00464,2020-08-06,15,Thursday,Twitter website,United States,Neutral,0.2573,0.7381,0.4786
t00465,2020-08-06,15,Thursday,Scheduling tool,United States,Neutral,0.1715,0.8203,0.6446
t00466,2020-08-06,16,Thursday,Phone or tablet app,,Negative,-0.6938,0.7204,0.4674
t00467,2020-08-06,16,Thursday,Scheduling tool,Canada,Neutral,0.0337,0.9521,0.9113
t00468,2020-08-06,16,Thursday,Phone or tablet app,United States,Neutral,0.0144,0.9274,0.8839
t00469,2020-08-06,16,Thursday,Twitter website,,Neutral,0.2441,0.5761,0.2421
t00470,2020-08-06,16,Thursday,Scheduling tool,Global / unstated,Positive,0.5812,0.5858,0.1762
t00471,2020-08-06,16,Thursday,Twitter website,,Neutral,0.0326,0.9415,0.8959
t00472,2020-08-06,16,Thursday,Twitter website,,Positive,0.897,0.9097,0.8321
t00473,2020-08-06,16,Thursday,Scheduling tool,,Positive,0.5341,0.5404,0.0871
t00474,2020-08-06,16,Thursday,Phone or tablet app,,Neutral,-0.0103,0.7527,0.6239
t00475,2020-08-06,16,Thursday,Phone or tablet app,,Neutral,0.1282,0.8618,0.7286
t00476,2020-08-06,16,Thursday,Phone or tablet app,United States,Neutral,0.2485,0.7295,0.4699
t00477,2020-08-06,16,Thursday,Twitter website,,Negative,-0.8048,0.8143,0.638
t00478,2020-08-06,16,Thursday,Twitter website,United States,Negative,-0.9286,0.935,0.8764
t00479,2020-08-07,12,Friday,Phone or tablet app,Nigeria,Neutral,0.015,0.9396,0.9019
t00480,2020-08-07,12,Friday,Twitter website,India,Neutral,0.0886,0.895,0.7981
t00481,2020-08-07,12,Friday,Twitter website,Canada,Neutral,-0.1103,0.7995,0.6441
t00482,2020-08-07,12,Friday,Phone or tablet app,,Negative,-0.5795,0.6173,0.2723
t00483,2020-08-07,12,Friday,TweetDeck,India,Neutral,-0.3628,0.5982,0.2159
t00484,2020-08-07,12,Friday,Phone or tablet app,United States,Neutral,0.1601,0.577,0.2854
t00485,2020-08-07,12,Friday,Phone or tablet app,United States,Neutral,0.2216,0.7574,0.5254
t00486,2020-08-07,12,Friday,Phone or tablet app,United Kingdom,Negative,-0.4894,0.5089,0.0373
t00487,2020-08-07,12,Friday,Twitter website,,Positive,0.9753,0.9777,0.9578
t00488,2020-08-07,12,Friday,Scheduling tool,,Neutral,0.0943,0.8002,0.6532
t00489,2020-08-07,12,Friday,Phone or tablet app,,Negative,-0.7506,0.7619,0.5351
t00490,2020-08-07,12,Friday,Twitter website,,Positive,0.6832,0.6877,0.38
t00491,2020-08-07,12,Friday,Phone or tablet app,,Neutral,-0.0171,0.9105,0.8572
t00492,2020-08-07,13,Friday,TweetDeck,,Neutral,0.2755,0.7137,0.4327
t00493,2020-08-07,13,Friday,Scheduling tool,United States,Neutral,0.093,0.7348,0.5557
t00494,2020-08-07,13,Friday,Cross-posted,,Neutral,0.2806,0.689,0.3932
t00495,2020-08-07,13,Friday,Twitter website,,Negative,-0.7218,0.7444,0.5114
t00496,2020-08-07,13,Friday,Scheduling tool,United States,Neutral,0.2093,0.6507,0.3714
t00497,2020-08-07,13,Friday,Scheduling tool,,Positive,0.544,0.5581,0.1303
t00498,2020-08-07,13,Friday,Scheduling tool,Canada,Neutral,0.189,0.8022,0.6088
t00499,2020-08-07,13,Friday,Scheduling tool,Global / unstated,Neutral,-0.024,0.8618,0.7806
t00500,2020-08-07,13,Friday,Scheduling tool,United States,Neutral,0.3279,0.6658,0.3347
t00501,2020-08-07,13,Friday,Twitter website,South Africa,Neutral,0.2971,0.6031,0.2561
t00502,2020-08-07,13,Friday,Scheduling tool,United States,Neutral,-0.3157,0.5864,0.2217
t00503,2020-08-07,13,Friday,Phone or tablet app,United States,Positive,0.6593,0.6653,0.3366
t00504,2020-08-07,13,Friday,Phone or tablet app,United States,Neutral,0.0454,0.884,0.8033
t00505,2020-08-07,13,Friday,Twitter website,India,Positive,0.8886,0.892,0.7873
t00506,2020-08-07,13,Friday,Phone or tablet app,United States,Negative,-0.5115,0.6063,0.3074
t00507,2020-08-07,13,Friday,Twitter website,,Positive,0.4935,0.5049,0.0213
t00508,2020-08-07,13,Friday,Scheduling tool,United States,Positive,0.7222,0.728,0.4618
t00509,2020-08-07,13,Friday,Twitter website,United States,Neutral,-0.0701,0.8637,0.7605
t00510,2020-08-07,13,Friday,Phone or tablet app,,Neutral,-0.1364,0.7405,0.5425
t00511,2020-08-07,13,Friday,Phone or tablet app,India,Neutral,0.3139,0.5393,0.152
t00512,2020-08-07,13,Friday,Scheduling tool,Global / unstated,Negative,-0.753,0.7658,0.5445
t00513,2020-08-07,13,Friday,Phone or tablet app,Ireland,Negative,-0.614,0.6506,0.3378
t00514,2020-08-07,13,Friday,Phone or tablet app,,Neutral,-0.1209,0.8331,0.6892
t00515,2020-08-07,13,Friday,Phone or tablet app,,Negative,-0.7075,0.7237,0.4635
t00516,2020-08-07,13,Friday,Phone or tablet app,,Negative,-0.8944,0.9024,0.8128
t00517,2020-08-07,13,Friday,Twitter website,United States,Neutral,0.066,0.8974,0.8131
t00518,2020-08-07,13,Friday,Scheduling tool,,Positive,0.9813,0.9825,0.9662
t00519,2020-08-08,10,Saturday,Scheduling tool,United States,Neutral,-0.3588,0.5932,0.2103
t00520,2020-08-08,10,Saturday,Cross-posted,,Neutral,0.2536,0.7058,0.4319
t00521,2020-08-08,10,Saturday,Phone or tablet app,Pakistan,Neutral,0.0231,0.9485,0.9112
t00522,2020-08-08,11,Saturday,Twitter website,,Neutral,-0.1937,0.7415,0.5154
t00523,2020-08-08,11,Saturday,Twitter website,Global / unstated,Neutral,-0.0367,0.9111,0.8483
t00524,2020-08-08,11,Saturday,Twitter website,,Neutral,0.0945,0.8747,0.7648
t00525,2020-08-08,11,Saturday,Phone or tablet app,,Negative,-0.7394,0.7502,0.5113
t00526,2020-08-08,11,Saturday,Phone or tablet app,United Kingdom,Neutral,0.049,0.748,0.5975
t00527,2020-08-08,11,Saturday,Phone or tablet app,,Neutral,0.1364,0.8366,0.6868
t00528,2020-08-08,11,Saturday,Twitter website,,Negative,-0.7505,0.7635,0.54
t00529,2020-08-08,11,Saturday,Twitter website,United States,Negative,-0.4989,0.5229,0.0698
t00530,2020-08-08,11,Saturday,Scheduling tool,,Positive,0.907,0.9138,0.8344
t00531,2020-08-08,12,Saturday,Twitter website,Nigeria,Positive,0.6346,0.6546,0.3292
t00532,2020-08-08,12,Saturday,Phone or tablet app,,Neutral,-0.3575,0.6151,0.2439
t00533,2020-08-08,12,Saturday,Phone or tablet app,,Neutral,-0.3617,0.6081,0.2313
t00534,2020-08-08,12,Saturday,Phone or tablet app,,Neutral,-0.2612,0.7075,0.4306
t00535,2020-08-08,12,Saturday,Twitter website,United States,Negative,-0.7858,0.8036,0.6249
t00536,2020-08-08,12,Saturday,Phone or tablet app,United States,Negative,-0.5777,0.6049,0.2371
t00537,2020-08-08,13,Saturday,Phone or tablet app,United States,Positive,0.5711,0.5921,0.2051
t00538,2020-08-08,13,Saturday,Phone or tablet app,India,Neutral,0.0198,0.913,0.8595
t00539,2020-08-08,13,Saturday,Phone or tablet app,,Neutral,-0.0337,0.9241,0.8693
t00540,2020-08-08,13,Saturday,Phone or tablet app,,Neutral,-0.0312,0.8536,0.7648
t00541,2020-08-08,13,Saturday,TweetDeck,India,Negative,-0.8657,0.8753,0.7601
t00542,2020-08-08,13,Saturday,Twitter website,United States,Neutral,0.1153,0.8701,0.7476
t00543,2020-08-08,13,Saturday,Twitter website,,Neutral,0.0896,0.8796,0.7745
t00544,2020-08-08,13,Saturday,Phone or tablet app,,Neutral,0.2465,0.6553,0.3597
t00545,2020-08-08,13,Saturday,Twitter website,United States,Neutral,-0.3296,0.6309,0.2815
t00546,2020-08-08,13,Saturday,Phone or tablet app,United States,Neutral,0.3963,0.547,0.1224
t00547,2020-08-08,14,Saturday,Phone or tablet app,,Neutral,0.3948,0.5927,0.1916
t00548,2020-08-08,14,Saturday,Phone or tablet app,,Positive,0.9882,0.9904,0.983
t00549,2020-08-08,14,Saturday,Scheduling tool,,Neutral,0.084,0.7752,0.6207
t00550,2020-08-08,14,Saturday,Twitter website,,Neutral,-0.043,0.8611,0.7702
t00551,2020-08-08,14,Saturday,Twitter website,Australia,Negative,-0.6443,0.6641,0.348
t00552,2020-08-08,14,Saturday,TweetDeck,Global / unstated,Positive,0.9323,0.9352,0.8734
t00553,2020-08-08,14,Saturday,Phone or tablet app,India,Neutral,-0.2951,0.6603,0.3429
t00554,2020-08-08,14,Saturday,Scheduling tool,,Neutral,0.2816,0.7034,0.4143
t00555,2020-08-08,14,Saturday,Phone or tablet app,United States,Neutral,-0.0537,0.7719,0.631
t00556,2020-08-08,14,Saturday,Scheduling tool,United States,Neutral,0.3074,0.6734,0.3564
t00557,2020-08-08,14,Saturday,Phone or tablet app,,Negative,-0.5235,0.5382,0.0911
t00558,2020-08-08,14,Saturday,Twitter website,United States,Neutral,-0.0333,0.8455,0.7515
t00559,2020-08-09,3,Sunday,Other or custom app,Global / unstated,Neutral,-0.1785,0.7564,0.5454
t00560,2020-08-09,3,Sunday,Twitter website,,Neutral,-0.2887,0.6641,0.3519
t00561,2020-08-09,3,Sunday,Phone or tablet app,,Neutral,-0.2301,0.6125,0.3037
t00562,2020-08-09,4,Sunday,Phone or tablet app,Canada,Positive,0.862,0.8749,0.7627
t00563,2020-08-09,4,Sunday,Phone or tablet app,India,Negative,-0.4743,0.5005,0.0273
t00564,2020-08-09,4,Sunday,Phone or tablet app,,Negative,-0.7661,0.781,0.5768
t00565,2020-08-09,4,Sunday,Twitter website,,Neutral,-0.3464,0.5851,0.2045
t00566,2020-08-09,4,Sunday,Phone or tablet app,India,Negative,-0.8437,0.8547,0.7205
t00567,2020-08-09,4,Sunday,Scheduling tool,India,Neutral,-0.094,0.846,0.7221
t00568,2020-08-09,4,Sunday,Phone or tablet app,India,Negative,-0.8309,0.8407,0.6911
t00569,2020-08-09,4,Sunday,Phone or tablet app,India,Negative,-0.9152,0.9202,0.8454
t00570,2020-08-09,4,Sunday,Twitter website,,Neutral,-0.0141,0.8887,0.8261
t00571,2020-08-09,5,Sunday,Phone or tablet app,,Neutral,0.005,0.888,0.8295
t00572,2020-08-09,5,Sunday,Phone or tablet app,,Negative,-0.6571,0.6706,0.3548
t00573,2020-08-09,6,Sunday,Phone or tablet app,United Kingdom,Negative,-0.6821,0.6985,0.4133
t00574,2020-08-09,6,Sunday,Phone or tablet app,India,Neutral,-0.1151,0.8387,0.7006
t00575,2020-08-09,6,Sunday,Twitter website,Canada,Neutral,-0.3997,0.5249,0.0875
t00576,2020-08-09,6,Sunday,Phone or tablet app,India,Neutral,0.0536,0.9215,0.8555
