user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Platts Oil,London,"Real-time #oilprice news & analysis on #oilmarkets from S&P Global Platts. Covers global #crudeoil, refined oil, #jetfuel & gasoil. RTs don’t equal endorsements",2009-02-26 17:03:24,129847,695,339,False,2020-07-29 16:30:10,"🔝 #PlattsCommodityNews EMEA, Jul 30:
📊 Tight Asia market driven by #LNG supply disruptions
https://t.co/zxjVm0ydDS… https://t.co/jUhJMRAmR5","['PlattsCommodityNews', 'LNG']",Hootsuite Inc.,False
"Eunice Dugan, MD",,Optimist. Wife. Dog-mom. PGY3 @OslerResidency. Choral enthusiast. Midwesterner at heart.,2012-11-24 21:13:53,100,166,264,False,2020-07-29 16:30:19,Important insight into possible future faces of #covid19 relating to cardiac disease. Many I know are hoping to get… https://t.co/DNEpG5824v,['covid19'],Twitter for iPhone,False
Zuzume Phone Card,,,2020-04-14 02:57:33,4,29,129,False,2020-07-30 20:05:20,Make calls worldwide for the next 30-days with $2 in FREE international &amp; domestic USA #longdistancecalls. Our Free… https://t.co/eNmneu6Kys,['longdistancecalls'],Hootsuite Inc.,False
David Kelly | Dáithí Ó Ceallaigh,Ireland,,2009-02-11 21:40:03,1227,3736,8099,False,2020-07-30 20:05:22,Haven’t one of seen these before - trolly sanitiser @ryanssupervalu Glanmire in #Cork #COVID19 https://t.co/OGJnZMpDpj,"['Cork', 'COVID19']",Twitter for iPhone,False
Summit Americas OAS,Washington DC,"Official Twitter account of the #SummitAmericas in English. For Spanish, follow @CumbreAmericas",2010-04-14 14:15:48,4285,499,1302,True,2020-07-30 20:07:47,Check out the @OECD policy brief that provides an overview of the role of public communication to adresss… https://t.co/Psd7XPP8gy,,Twitter for iPhone,False
Merf Radio,"Mifflin & Juniata counties, PA","Merf Radio, 95.7 FM, streaming at https://t.co/qbtjMMrea9, on your smart speaker and on the https://t.co/l1OXiAD23M app.",2013-07-15 12:37:02,1038,994,2217,False,2020-07-30 20:10:00,"Come on...own up to it!  #WorkFromHome #Coronavirus #COVID19

https://t.co/xgEDX4QEyp","['WorkFromHome', 'Coronavirus', 'COVID19']",TweetDeck,False
✊🏾Make #Juneteenth a National Holiday,"Brooklyn, NY",Technical Support Engineer @plaid 👩🏾‍💻 #React #HTML #JS #SQL #RubyOnRails | Ambassador @ladiesgetpaid 💰💃🏾 | available for speaking events hello@shenae.nyc,2007-12-25 00:56:14,728,910,15012,False,2020-07-30 20:10:09,Today is the last day to apply for rent relelief in NYC https://t.co/hEaqdqZc9d #COVID19 #CancelRent,"['COVID19', 'CancelRent']",Twitter for iPhone,False
Stacy O Jackson,Middle of the Desert,"All things #risk, #litigation, #eDiscovery, #fraud, #corruption, & business intelligence. Due to the lack of a personal filter - views are my own.",2009-01-06 21:02:04,1671,1322,830,False,2020-07-30 20:10:16,"As chief #legal officers and GCs work hard to support their teams during #COVID19, their personal #wellbeing can be… https://t.co/zCcAaewq1b","['legal', 'COVID19', 'wellbeing']",Twitter Web App,False
Thumper Sillywabbit,"Arizona, USA",,2009-08-18 04:01:46,1203,4845,8025,False,2020-07-30 20:10:49,"Why Mr.President @realDonaldTrump are you not supporting theses physicians? Disband the so-called ""taskforce"".The g… https://t.co/YarHkLFtVY",,Twitter for Android,False
Chris Leong,"San Francisco, CA",#BayAreaStandUp #SF Peep my channel below ⬇️⬇️⬇️,2011-11-28 21:52:12,88,378,17960,False,2020-07-30 20:11:17,"First, hospitals get ordered to start reporting their #COVID19 findings directly to the administration instead of t… https://t.co/ONzqDkzFB4",['COVID19'],Twitter for iPhone,False
upsanddowns,,I only ask for logic to prevail,2020-06-14 12:46:08,1,9,8,False,2020-07-30 20:12:11,@Bethank56070327 @RealJamesWoods I tweeted this yesterday... #COVID19 is a #HOAX yes it’s a real virus but look at… https://t.co/01I5zqijh8,"['COVID19', 'HOAX']",Twitter for iPhone,False
The Muthoka®,Nairobi - Kenya,"Cyber Intelligence Threat Analyst | Sociopolitical Commentator | Debt Collector | God Forgives, I Don't.",2010-08-21 20:24:41,11269,2703,8916,False,2020-07-30 20:12:13,"SARS-CoV-2 may be here to stay. #Covid_19 #COVID19 
https://t.co/1VAlrxynbg","['Covid_19', 'COVID19']",Twitter for Android,False
stillblockedbyeaves,Pee wee valley,,2019-06-23 15:57:25,112,500,3770,False,2020-07-30 20:13:25,Visited a daycare today... Teen girl working wasn’t wearing a mask. #COVID19 @GovAndyBeshear,['COVID19'],Twitter for iPhone,False
Ashleigh Lovett,"New York, NY",Sr Policy Advisor @WorldVision. Tweeting on #fragility #childrights #migration #urban & #TripleNexus. Formerly @RESCUEorg. Views strictly my own.,2014-05-15 02:04:58,881,1781,2738,False,2020-07-30 20:13:39,This tragedy will impact the most vulnerable for years to come. Children have lost parents/caregivers &amp; crucial edu… https://t.co/67AjWeAK4h,,Twitter Web App,False
Martin Prince,"London, England","Assistant Principal (Global Health), King's College London
Director King's Global Health Institute. 
Personal views and perspectives",2014-06-19 10:01:23,1975,953,271,False,2020-07-30 20:14:02,#Ethiopia @FMoHealth continues to increase #COVID19 test capacity exponentially; essential for intelligence on the… https://t.co/ZfHiTMV3GP,"['Ethiopia', 'COVID19']",Twitter for Android,False
Allison Sharpley,"Los Angeles, CA","I'm just a girl who can't sit still. BLM/LGBTQ supporter, atheist. I say hello to every dog I see. I live for naps. Biden 2020. Wear a mask.",2020-04-29 19:34:19,53,119,6158,False,2020-07-30 20:14:46,This makes sense.  Trump never pushes for anything to happen unless he's somehow going to make money off of it.… https://t.co/hMevXUXB8C,,Twitter for Android,False
EC,Salford,"Political Social Journalist
Salford. UK
Proud ADHD owner.
New Account.",2020-03-19 07:58:47,25,87,255,False,2020-07-30 20:14:54,"Why are you wearing a mask when the test for the virus 🦠 is 6 inches deep into your skull 
‘Unprotected sneezing an… https://t.co/gNT897nV0s",,Twitter Web App,False
Mobile Payments Conference,Swissotel Chicago,"Mobile Payments Conference 2020 will feature industry experts in mobile payments, Blockchain, eCommerce Solutions, Mobile Wallets, A.I. & more. Don’t Miss Out!",2012-10-10 03:37:38,2085,2556,907,False,2020-07-30 20:16:15,"Small business, big partnerships? Join us @MPC20 now! 
#MPC20 #MPCevent #virtual #digitalwallet #mobilepayments… https://t.co/MeYff1q29k","['MPC20', 'MPCevent', 'virtual', 'digitalwallet', 'mobilepayments']",Twitter Web App,False
Gelo Bap,Canada,Success is 20 % talent and 80% attitude,2014-03-29 19:33:05,239,1031,2063,False,2020-07-30 20:16:25,PREACH !!!! How can we ask people to vote if we make it so difficult for them to do so??? WTF #RIPJohnLewis… https://t.co/24z01l1nsD,['RIPJohnLewis'],Twitter for Android,False
Ms. Net,,"We must dump Trump, need BlueWave voters!! Trump so scared of my tweets he blocked me, despite law saying his twitter used officially so he can’t block!",2009-02-22 02:49:30,3841,3876,79050,False,2020-07-30 20:17:11,"@mjhegar @JohnCornyn May 18, 2018 @SenSherrodBrown wrote @POTUS asking why he dismantled our global pandemic unit &amp;… https://t.co/lfEOTk4ng9",,Twitter for iPhone,False
UBA Group,Africa,"Welcome to the official Twitter profile for UBA Group. For immediate support, follow us on UBACFC @UBACares.",2009-04-09 07:54:19,711128,29,5946,True,2020-07-30 20:19:08,“The transformation heightened by #COVID19 is the new way as UBA has seen remarkable increase in the use of its dig… https://t.co/TBxrpX78T6,['COVID19'],Twitter for iPhone,False
Marco Tonetti,Luxembourg,@SkylumSoftware Ambassador | #SonyAlpha Photographer | 10+ years in Product Management | not Listed in Forbes 35 under 35,2011-01-18 14:49:33,34709,28996,1943,False,2020-07-30 20:19:43,@realDonaldTrump Didn’t #HermanCain died after contracting the #covid19 virus at your own hoax party?,"['HermanCain', 'covid19']",Twitter for iPhone,False
Plotkarazzo,New England ,Left-handed Gemini. Rescue dog mom. I love animals more than most humans. I frequently speak in gif.  😷,2012-07-22 04:40:00,674,2758,31145,False,2020-07-30 20:20:26,@dbriter @tonyposnanski @realDonaldTrump . @dbriter maybe you should have checked out the statement on his website… https://t.co/QZxoKPkUzn,,Twitter for iPhone,False
Sıdıka Öpöz (Ruhumun kelamı),"Rotterdam, Nederland",I'm planting a tree to teach me to gather strength from my deepest roots ☘,2020-01-13 21:07:31,14,95,68,False,2020-07-30 20:21:41,"Most beautyful skyline ever..

Like everything is perfect and we are not dealing with an epidemic since march 2020.… https://t.co/oQG7moDVQe",,Twitter for Android,False
Stephanie Moulton Sarkis PhD,"Tampa, FL","Best-selling author, board-cert. counselor; @UF & @NasaSocial alum; @AMHCA1 diplomate. Author of #Gaslighting. Order here: https://t.co/w5TNg317SO",2008-12-05 14:49:04,11697,8998,19761,False,2020-07-30 20:21:57,Please reach out to @natashadaly if you have a pet that tested positive for #COVID19 or are researching Covid in do… https://t.co/US0ZDCfHMe,['COVID19'],Twitter for iPhone,False
St. Lucie County,"Fort Pierce, FL","Founded in 1905, St. Lucie County is governed by five elected County Commissioners.
https://t.co/72Sa5Uk83N",2015-01-29 16:50:50,4204,394,3328,False,2020-07-30 20:23:09,"St. Lucie County #COVID19  and #TropicalStormIsaias Update July 30, 2020 - https://t.co/eUq2f860CN","['COVID19', 'TropicalStormIsaias']",Twitter Web App,False
AFSC,Offices worldwide,#Quaker org that includes ppl of various faiths committed to social justice #BlackLivesMatter #DefundHate #SanctuaryEverywhere #NoBanNoWall #GazaUnlocked,2009-05-15 20:18:36,17696,5399,18576,False,2020-07-30 20:24:17,".@SpeakerPelosi, @SenSchumer More than 10,000 people in federal prisons have tested positive for #COVID19. Congress… https://t.co/IxlrLApUSK",['COVID19'],Twitter Web App,False
beenewsdaily,United States,"⭐️Welcome to the  https://t.co/zkckUymwV6 and the Twitter. Follow us for news and updates on our BeeNewsDaily website, Twitter and Facebook.",2017-04-16 22:26:00,4269,3718,401764,False,2020-07-30 20:26:29,"#Economy: GDP shrank at an annual rate of 32.9%, according to the Bureau of Economic Analysis, the agency that publ… https://t.co/HDggQn0nmM",['Economy'],Twitter for iPhone,False
Worldpay Global,Global,"FIS™️ (NYSE: FIS) is a global leader in technology and solutions that advance the way the world pays, banks and invests.",2010-01-18 15:07:58,21660,8781,2602,True,2020-07-30 20:27:01,The pandemic has disrupted many travel plans. We wanted to know how travel providers compensated their customers du… https://t.co/DoSsFcIL9c,,Sprinklr,False
Mike,Philly Philly,"Talking mostly PHILLY sports. If you a Philly sports guy/girl, im'll follow you.
#FlyEaglesFly #PhilaUnite #RingTheBell #NowOrNever #BlackLivesMatter",2011-11-21 02:20:45,522,1045,34018,False,2020-07-30 20:28:28,#COVID19 making a killing I bet https://t.co/wV6WqS5At1,['COVID19'],Twitter for Android,False
cumberickman PersonWomanManCameraTV,,"Mom of astrophysicist, wife of ultra athlete, missing my loving Kelvin cat. Graphic designer. Birder. Warrior for Wildlife. Anglophile. Feminist.",2012-02-09 07:10:27,300,129,69034,False,2020-07-30 20:28:43,"@RudyGiuliani #HermanCain died of #coronavirus.
Because @realDonaldTrump &amp; the @GOP ridiculed masks.

He got… https://t.co/aEPZEY0OP2","['HermanCain', 'coronavirus']",Twitter for iPad,False
Inner voice,,,2019-08-07 04:14:43,0,130,892,False,2020-07-30 20:28:47,@660NEWS What’s the rest of Canada smoking ? Do they not see the rising debt levels and unemployment due to #COVID19 ? #Albertastrong 👍,"['COVID19', 'Albertastrong']",Twitter for iPad,False
David Wright,Aberdeenshire,"29, Aberdeen, Male. Likes F1, Football, PS4. Fan of Aberdeen, Ferrari, Arsenal, Wolves, Barcelona, Green Bay Packers, Boavista Roma and Tenerife. In that order",2009-07-26 15:27:02,206,605,1973,False,2020-07-30 20:28:54,Get well soon Checo. I don't care who replaces him I just hope he recovers and recovers well. #F1 #Covid19 #BritishGP,"['F1', 'Covid19', 'BritishGP']",Twitter Web App,False
GLOBAL CRISIS MONITORING,Netherlands,Unable to create @GlobalCrisisMo1 as confirmation code keeps not being send. Use this account to follow GCM,2010-11-14 05:43:31,177,1,23,False,2020-07-30 20:30:03,#COVID19 #science in the #US -- New findings: #children appear to transmit in the same way adults do.,"['COVID19', 'science', 'US', 'children']",Twitter Web App,False
Kirk Johnson,"Newberry, SC",Married to @SuetheBrit. We sail a 27' Catalina sloop 'la Maitresse'. We follow politics & all things sailing. Enjoy! #SAFOOMA #Resist #ITMFA,2014-04-24 12:16:18,43,124,3078,False,2020-07-30 20:31:42,"I just got my answer; no mention at all of #COVID19, #coronavirus or even one of his moronic nicknames that exposes… https://t.co/H9XfArGZpG","['COVID19', 'coronavirus']",Twitter Web App,False
Inner voice,,,2019-08-07 04:14:43,0,130,892,False,2020-07-30 20:31:51,"@DailyMailUK Just when we’re winning #COVID19 wars, the unexpected strikes 🥺 https://t.co/9LU9CBamtF",['COVID19'],Twitter for iPad,False
Paul Middleton,"Chester, England","Professor of Biblical Studies, Chester University. Research on Martyrdom and Early Christianity. Tweet on Religion & Politics. SNP supporter in exile!",2013-02-12 21:11:55,4045,3389,3714,False,2020-07-30 20:32:08,"Important #Covid19 message for Manchester, East Lancashire and West Yorkshire. https://t.co/77eOogsvnO",['Covid19'],Twitter Web App,False
Chester Payne,,,2015-05-22 02:20:38,71,133,332,False,2020-07-30 20:32:19,Tell the U.S. Senate to pass critical protections for nurses.  #ProtectNurses during #COVID19. Sign @NationalNurses… https://t.co/X57AYhqCso,"['ProtectNurses', 'COVID19']",Twitter Web App,False
VioletBeauXXX,"Apopka, FL",,2017-01-26 02:16:41,1200,46,25,False,2020-07-30 20:32:35,Come check out my #Stream on #peekssocial the link is in my bio #Bored #COVID19 #CoronaVirus #Quarantine… https://t.co/iYUd7J7zrk,"['Stream', 'peekssocial', 'Bored', 'COVID19', 'CoronaVirus', 'Quarantine']",Instagram,False
Pikes Peak Regional Building,"Colorado Springs, CO","At PP Regional Building, our mission is ensuring life safety & welfare of our community through efficient & consistent application of adopted codes/standards",2018-12-27 22:58:02,159,114,647,False,2020-07-30 20:35:05,Don't forget your mask.... and don't forget to wear it correctly.  Health officials say wearing it the right way is… https://t.co/N3mfcTEDCj,,Twitter Web App,False
Deuce,"Los Angeles, CA","Entertainment Industry Executive. Native of Washington, DC (go REDSKINS) and boxing enthusiast. Devoted member of Kappa Alpha Psi Fraternity, Inc.",2011-01-20 10:15:59,3526,3053,133722,False,2020-07-30 20:37:14,"Wait, I thought his boy Trump said that #COVID19 was a hoax? Looks like he believed him and learned the ""hard"" way.… https://t.co/6YLH6YHc4F",['COVID19'],Twitter Web App,False
Amar Kelkar MD,"Gainesville, FL",@UFHealth Heme/Onc Fellow PGY6 | @DanaFarber BMT Fellow ‘21-22 | Cofounder @HPJournalClub | @AmerMedicalAssn Delegate | @ASH_Hematology | @Cornell ‘10 | He/Him,2008-09-13 16:21:06,1617,3049,31260,True,2020-07-30 20:39:23,"Only successful firms would receive an award ~$37.7 billion/company), as opposed to ""push"" funding (funding with up… https://t.co/jSGJCkAjah",,Twitter Web App,False
MPO Magazine,"Montvale, NJ","In-depth coverage includes feature articles, industry news, trends and other developments pertinent to the contract manufacturer-OEM relationship. #mpomag",2009-07-01 18:09:55,1577,294,514,False,2020-07-31 17:00:45,U.S. gov't invests in @BDandCo Veritor solution for rapid #COVID19 diagnostic testing https://t.co/yx1HsybmJd https://t.co/oy4cXJImEX,['COVID19'],Hootsuite Inc.,False
Olivier Schmouker,Montréal (Canada),Chroniqueur au journal Les affaires [management & économie]. Conférencier. Bestseller Amazon: «11 choses que Mark Zuckerberg fait autrement» (2016),2011-07-25 20:03:26,4785,2796,3240,False,2020-07-31 17:01:00,Brazil &amp; Mexico are suffering especially badly from #COVID19 because their presidents are following the pandemic-re… https://t.co/bqYTEoX06L,['COVID19'],TweetDeck,False
Maureen Ballard,"Honolulu, HI",CF Auntie raising awareness and funds to find a cure for cystic fibrosis.,2014-04-11 18:53:44,360,290,7359,False,2020-07-31 17:01:57,.@maziehirono No person with #cysticfibrosis should be forced to choose between their health and their livelihood d… https://t.co/gNuPYJD4wH,['cysticfibrosis'],Twitter for Android,False
FactFinder,"EastCoast, USA","I don't care who u are and where u come from, but I care what u say. Facts/Truth are more important than anything else.",2009-07-12 16:01:32,160,159,134,False,2020-07-31 17:24:32,@fayedsouza #covid19 in #india is out of control. better prioritize what india needs to do. https://t.co/gk9FlnhVR6,"['covid19', 'india']",Hootsuite Inc.,False
Jeremiah Horrigan,"New Paltz, NY","Writer. Ex-newspaperman. Skeptic. Long-ago anti-war felon, now wild-eyed moderate. #resist #journalismmatters  #journalism #gojoe #trumpisaloser",2012-09-13 00:44:36,748,1289,61777,False,2020-07-31 17:25:02,@RobAnderson2018 Fauci looks so bemused by this gibbering trumpaanzee. Like a visitor to the Monkey House. #resist… https://t.co/zCZurvyHxe,['resist'],Twitter Web App,False
Amrit,Canada,He/Him. Cis. South Asian. Socialist. Anti-Fascist. Abolish the Police. Banner artist: @iwamotobusta Profile Picture: @aurahack,2010-03-01 18:43:27,629,2724,79823,False,2020-07-31 17:28:06,"Just left messages for @marcomendicino, @JustinTrudeau, and @HonEdFast. We need #statusforall migrant and undocumen… https://t.co/s3sotCb2fq",['statusforall'],Twitter Web App,False
dphole,New York City,"Leader in Life Sciences focused on future of work. Pro diversity of opinion. Tottenham Hotspur, Bristol Rugby and Somerset Cricket supporter. #COYS",2011-04-20 15:00:46,79,252,802,False,2020-07-31 17:30:04,Break down the break room. #Covid19 has changed the #EmployeeExperience—and the perks employers provide. https://t.co/6fqsANGal4,"['Covid19', 'EmployeeExperience']",LinkedIn,False
John Stickley #🅼🅰🅶🅰,"Roanoke area, Virginia",4TRUMP!-Tired of lies&liars- truly 4gotten dis AF Vet-Royal x2-Liberty U-Christian-Constitutionalist- Notcredited4saving millions of lives- RRSVP-TCOT-F4F-UF4UF,2009-05-03 03:49:49,12665,13842,11714,False,2020-07-31 17:30:30,"@IngrahamAngle @healthysuzi Yet none of you look at the FACT of #DrRichardBartlett, of #Texas, who has saved EVERY… https://t.co/hrmKRVqmZ7","['DrRichardBartlett', 'Texas']",Twitter for Android,False
Parikiaki Newspaper,London,"Parikiaki is the leading Cypriot newspaper published in London which serves the Cypriot and Greek communities in excess of 300,000 people.",2011-03-04 23:10:05,5978,2578,1211,False,2020-07-31 17:33:33,Recent COVID-19 developments in Cyprus President – scientific advisory team meeting following spike in new cases… https://t.co/YAdFuI50pB,,Twitter for Android,False
ISR Reports,"Raleigh, North Carolina","Market research company specializing in clinical drug development, sales/marketing, #pharma services, outsourcing, and customer satisfaction",2009-07-31 19:48:12,1597,1720,262,False,2020-07-31 17:38:14,"With no end in sight for #covid19, @Science37x, a leader in virtual clinical trials, announced plans to expand its… https://t.co/lY3JMZSkaw",['covid19'],Hootsuite Inc.,False
Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2010-05-02 03:52:20,17420,6804,9892,False,2020-07-31 17:40:32,"Nevada reports 1,264 new cases and 29 new deaths bringing total confirmed cases there to 48,088 and 830 total death… https://t.co/psr5BliAyX",,Alexander Higgins,False
Ann Davis Garvin 🎃 🧙‍♀️ 🖤,"Michigan, USA","Coloradoan by birth, Michigander by choice. #Hufflepuff, ENTJ, feminist, nurse-midwife, Episcopalian, advocate for peace and social justice #PublicHealth",2017-10-11 17:55:57,1135,4906,182576,False,2020-07-31 17:40:44,"@profevanbennett I think the cardiologists are seeing the ""downstream effects"" of #COVID19",['COVID19'],Twitter Web App,False
8min 46sec,Canberra,Twitter is my ONLY vice ... cartoons on @FB   https://t.co/eoO8qIiOAN,2011-09-14 02:31:09,7021,2199,26025,False,2020-07-31 17:49:08,#uspoli djt #covid19 vs Flog by @roweafr https://t.co/isdiKqJL0x   #uspolitics #bunkerboy 🇺🇸🇺🇸🇺🇸🇺🇸 #maga #kag #PersonWomanManCameraTv,"['uspoli', 'covid19', 'uspolitics', 'bunkerboy', 'maga', 'kag', 'PersonWomanManCameraTv']",TweetDeck,False
Ander J,"Lagos, Nigeria",trufTalks,2019-03-09 08:28:46,1,16,0,False,2020-07-31 18:00:24,The UK suspends it lock down ease plans following recent spikes of corona virus infections. Read here… https://t.co/UnHDPdhhvh,,Socialchief,False
Russ Pearce,Guardamar del Segura,"Travelling, teaching, having fun! Brighton, Betis and Cleethorpes Town! https://t.co/rGUqFIpzVv",2010-07-26 19:34:51,506,1108,6681,False,2020-07-31 18:03:23,Absolutely disgusted by @opodo. For 3 months you've said the refund is on its way and now you say @TurkishAirlines… https://t.co/gsJ81sCrWJ,,Twitter for Android,False
facelessloser,chester,"Maker/hacker, embedded maker. Arduino, python and Raspberry pi https://t.co/ovRU4ewneM
https://t.co/O4QOdUZdS1",2007-03-29 19:12:56,470,110,170,False,2020-07-31 18:07:57,Just an FYI there were this many cases and deaths as they were opening pubs but no one seamed to care or was it the… https://t.co/e644rrHRx6,,FalconPro3,False
Mone C.,Canada,,2014-02-25 03:47:43,285,977,7708,False,2020-07-31 18:08:32,#Travel before September #COVID19 #covid19Qc https://t.co/h8V53tYTEq,"['Travel', 'COVID19', 'covid19Qc']",Twitter for Android,False
Tony,AnyTown,"Curing leukemia, one stem cell transplant at a time. Los mejores somos más.",2012-10-17 01:01:34,261,897,7598,False,2020-07-31 18:17:30,"@thehill @GOP: You own this disaster. No, I don't just mean #COVID19. I mean this man who is talking about rigged e… https://t.co/KJS6bQqljO",['COVID19'],Twitter Web App,False
NHC,"Washington, D.C.","NHC believes everyone in America should have equal opportunity to live in a quality, affordable home in a thriving community.",2009-04-09 19:44:07,9205,1183,635,False,2020-07-31 18:25:04,Federal #rentrelief is in limbo as millions of #renters are at risk of #eviction during #covid19. NHC is committed… https://t.co/dT85JKwCRQ,"['rentrelief', 'renters', 'eviction', 'covid19']",Hootsuite Inc.,False
Jeannie Lee@CBC,Toronto,"Irrationally exuberant about talking business, economy, markets & money on CBC TV. Observer of this bizarro life. Great parallel parker.
https://t.co/Rh2c9UoMQg",2012-10-04 03:33:23,4074,1218,6514,True,2020-07-31 18:29:17,"Oh hi, Stage 3

But when you're done, let's never see you again

Or your buddies Stages 2 and 1

And your gang lead… https://t.co/N9trbzEBiW",,Twitter for Android,False
Ms Rothwell,,"Proud to be a kindergarten teacher and ETFO member. Lover of music, books, and dogs.",2016-07-17 04:40:34,390,791,15028,False,2020-07-31 18:29:58,"Thank you essential workers, you deserve better!  #COVID19 #healthcareheroes @ontarionurses https://t.co/eXhbFsH2SZ","['COVID19', 'healthcareheroes']",Twitter for iPhone,False
UBC MPPGA Program,"Vancouver, B.C.","The official Twitter feed for UBC's professional Master of Public Policy and Global Affairs program in Vancouver, B.C.",2014-06-18 01:16:56,2427,4666,4163,False,2020-07-31 18:30:50,Are you relying on public transit this summer and struggling financially due to #COVID19? You may be eligible for t… https://t.co/wJZQhQi3kI,['COVID19'],Hootsuite Inc.,False
Basant Chaudhury #bkc,UK,"Doctor at NHS, UK",2009-07-31 21:50:13,59,63,45,False,2020-07-31 18:34:04,@rahulkanwal  - very comprehensive -well done -but surely a person of your calibre should be focussing on #COVID19… https://t.co/f1Mugy8KpF,['COVID19'],Twitter Web App,False
Lucie Low,"Washington, DC","Neuroscientist, bioengineer, skydiver, space cadet, native Brit and beach wanderer... (These views are mine alone and do not reflect those of my employer.)",2016-07-12 22:28:45,568,800,3763,False,2020-07-31 18:37:18,"Live now! Hear how the #RADx program is helping ramp up testing capability for #COVID19! 

https://t.co/YjgrPkXqCt","['RADx', 'COVID19']",Twitter for iPhone,False
Angie,USA,Mom of 4 💜 Entrepreneur💰Global businesswoman 🌎 Loyal friend 👯 Musician 🎹Tacos are life! 🌮,2009-03-22 22:15:09,1007,3887,2989,False,2020-07-31 18:38:37,@washk12 @GovHerbert @SWUHEALTH @pvhs1983 here are some questions for you since you shouldn’t be educating anyone.… https://t.co/yWt5rJ7O7K,,Twitter for iPhone,False
Galen Carey,"Washington, DC","VP, Gov Relations, National Association of Evangelicals.Have lived/worked in the Philippines, Croatia, Mozambique, Kenya, Indonesia & Burundi.  Opinions my own.",2009-04-16 19:20:19,1074,359,41,False,2020-07-31 18:49:28,"The @NAEvangelicals take on Nevada's disparate #COVID19 treatment of casinos, bowling alleys, breweries and fitness… https://t.co/jhfhuFjcVj",['COVID19'],Twitter Web App,False
Michael Costello,"Yuma, AZ",We are all Andrew Breitbarts now.,2012-03-02 00:10:17,397,295,2427,False,2020-07-31 18:53:56,"By all means @JoeBiden and @DNC , keep defending China. #COVID19 https://t.co/1a6j9Fpfxn",['COVID19'],Twitter Web App,False
Chris Hendel,"Vermont, US","Adjunct Research Instructor of Medicine @KeckMedUSC; Working on COVID-19 projects with @ProPublica; former chief medical researcher @ConsumerReports, 1989-2018",2009-04-28 12:25:30,2035,3255,60051,False,2020-07-31 18:54:05,"Ugh.....damn this virus.

#COVID damage from head to toe.

From ‘brain fog’ to heart damage, #COVID19’s lingering p… https://t.co/jE1M27d1Jg","['COVID', 'COVID19']",Twitter Web App,False
Diamond Delivery,"Surrey, BC",Diamond is an all-purpose shipping and transportation company. Daily runs to the Okanagan and Vancouver Isl. Check with us for up to date shipping news in BC!,2011-04-12 16:46:11,369,267,72,False,2020-07-31 19:00:46,"Analysts suggest that freight market is recovering. 
https://t.co/PIg8yVEGnY #freight #covid19 https://t.co/oAhcsKoynh","['freight', 'covid19']",HeyOrca,False
Poliview,RTP,Inform. Connect. Engage. Coming to your smartphone 2021.,2020-06-18 21:45:09,2,2,1,False,2020-07-31 19:05:19,"Just a few tips in order to stay during these times!

#safetyfirst #covid19 #startupculture https://t.co/CteQNOmWDp","['safetyfirst', 'covid19', 'startupculture']",Hootsuite Inc.,False
Vice-Admiral Haydn Edmundson,Canada,"Commander, Military Personnel Command @CanadianForces / Commandant du Commandement du personnel militaire @ForcesCanada.",2017-02-03 20:19:05,1526,102,836,False,2020-07-31 19:06:00,"Wishing all our Defence Team members a great long weekend!
 
Have fun, but be sure to #StaySafe.
 
#WearAMask… https://t.co/ufvPJBx0Bu","['StaySafe', 'WearAMask']",Twitter Web App,False
CJA - Canadian Journal of Anesthesia,Canada,Canadian Journal of #Anesthesia (Journal of @CASupdate & @critcaresociety) #AnesCPD #AnesthesiaImages #AnesJC,2013-11-10 21:09:43,9728,3548,702,False,2020-07-31 19:06:03,Re-visiting preoperative #SARSCoV2 testing using a Bayesian approach https://t.co/JoqjQoEF39 #COVID19 #Anesthesia… https://t.co/H6MV2RZPKq,"['SARSCoV2', 'COVID19', 'Anesthesia']",Buffer,False
NCCPR,"Alexandria, Virginia, USA","The National Coalition for Child Protection Reform works to change America's approach to #childabuse, #childwelfare, #fostercare and #familypreservation",2009-06-14 01:56:38,2324,177,82,False,2020-07-31 19:06:53,@elizashapiro @NYTMetro @kendrahurleynyc [6/7] … — a much-needed respite from the intense and relentless surveillan… https://t.co/GHpFlN8V5d,,TweetDeck,False
Lauren Barrett,"Maryland, USA",Adventurer | Outdoor Experiential Ed | Emerging Media | Neurodiversity | Higher Ed | Human-Centered | Life Design | #ADHD #DesignOutside (tweets=mine) she/her,2017-09-26 03:26:48,295,1071,5919,False,2020-07-31 19:07:26,"“Smile with your eyes, scream inside your heart, #2020” 

 @maddie_sofia &amp; @samsanders generating my new life motto… https://t.co/kQ60S2Yleb",,Twitter for iPhone,False
"Chandan Khandai, MD","Chicago, IL","Consultation-liaison psychiatry at @uiccom, social justice, medical education, pop culture. All views mine.",2017-05-15 23:26:29,1772,630,6019,False,2020-07-31 19:08:41,When they said “The South Will Rise Again” I don’t think they meant this 😑#COVID19 #WearAMask https://t.co/a6jYR5GyZ3,"['COVID19', 'WearAMask']",Twitter for iPhone,False
